game,avg_playtime
"Navy Field 2  Conqueror of the Ocean",2.21764705882353
"NEKOPARA Vol. 0",2.21666666666667
"The Bridge",2.215
"Blocks That Matter",2.21333333333333
UberStrike,2.20857142857143
rFactor,2.2
"Wings! Remastered Edition",2.2
"Tomb Raider The Last Revelation",2.2
"SpellForce 2 - Demons of the Past",2.2
Silverfall,2.2
"Shark Attack Deathmatch 2",2.2
"Sakura Swim Club",2.2
"SAMURAI WARRIORS 4-II",2.2
"NASCAR The Game 2013",2.2
"Millennium - A New Hope",2.2
Lumines,2.2
"Jack Keane",2.2
"Fairy Tale Mysteries The Puppet Thief Collector's Edition",2.2
"Coffin Dodgers",2.2
"Choice of the Deathless",2.2
"Beware Planet Earth",2.2
"The Silent Age",2.2
"Back to the Future Ep 2 - Get Tannen!",2.2
Aerena,2.2
"Mortal Kombat Kollection",2.18235294117647
"Half-Life Blue Shift",2.1804347826087
"Guardians of Middle-earth",2.18
"Scania Truck Driving Simulator",2.17777777777778
"Hitman Sniper Challenge",2.175
"FortressCraft Evolved",2.175
Interplanetary,2.16666666666667
"Penumbra Overture",2.15294117647059
"Syder Arcade",2.15
"Nimble Quest",2.15
"NEED FOR MADNESS ?",2.15
"Midnight Mysteries 3 Devil on the Mississippi",2.15
"Geometry Wars Retro Evolved",2.15
"Five Nights at Freddy's",2.14545454545455
Chip,2.14285714285714
Terrorhedron,2.13333333333333
"Woodle Tree Adventures",2.12307692307692
"Free to Play",2.11212121212121
Dizzel,2.10333333333333
"War of the Human Tanks",2.1
"Toybox Turbos",2.1
"Time Gentlemen, Please!",2.1
"The Whispered World Special Edition",2.1
"Rise of the Triad",2.1
"RPG Tycoon",2.1
"Post Mortem",2.1
"Pineview Drive",2.1
"Mini Motor Racing EVO",2.1
Light,2.1
"Legend of Mysteria",2.1
Dodge,2.1
Circuits,2.1
"Choice of Robots",2.1
"Anomaly Warzone Earth Mobile Campaign",2.1
"Anomaly Warzone Earth",2.09459459459459
"Trainz Simulator 12",2.08571428571429
"Vanguard Princess",2.075
"Galcon Legends",2.075
"Dead Bits",2.07368421052632
"Worms Ultimate Mayhem",2.06923076923077
"Audition Online",2.06
"Street Fighter V Beta",2.05
"Remnants Of Isolation",2.05
"Narcissu 1st & 2nd",2.05
"Karos Returns",2.05
"Five Nights at Freddy's 3",2.05
"Hitman Codename 47",2.04666666666667
"RAW - Realms of Ancient War",2.04285714285714
"Rock of Ages",2.035
"Tomb Raider Legend",2.03333333333333
"Sacred 2 Gold",2.03333333333333
"Not The Robots",2.03333333333333
"Mechanic Escape",2.03333333333333
"Kinetic Void",2.03333333333333
"Heavy Fire Afghanistan",2.03333333333333
"Gone Home",2.03333333333333
"FlatOut 2",2.01428571428571
"Red Faction",2.0125
"ibb & obb",2.0
"Two Worlds II Castle Defense",2.0
"Theme Park Studio",2.0
"The Last Federation",2.0
"SC2VN - The eSports Visual Novel",2.0
"Resident Evil Operation Raccoon City",2.0
"Of Guards And Thieves",2.0
"Midnight Mysteries Salem Witch Trials",2.0
Hook,2.0
"Gold Rush! Classic",2.0
"GestureWorks Gameplay",2.0
"Fritz Chess 14",2.0
"Final Dusk",2.0
"Dogs of War Online - Beta",2.0
"Crazy Plant Shop",2.0
"Sam & Max 104 Abe Lincoln Must Die!",1.98571428571429
"Rocketbirds Hardboiled Chicken",1.975
Nihilumbra,1.975
Jazzpunk,1.975
"Flight Control HD",1.975
Fuse,1.97142857142857
"Angry Video Game Nerd Adventures",1.97
"Absolute Drift",1.96666666666667
"Thief 2",1.96
"A Virus Named TOM",1.95833333333333
"Kentucky Route Zero",1.95714285714286
Collapse,1.95
Symphony,1.95
"Lugaru HD ",1.95
"Galcon Fusion",1.95
"Earth 2150 Trilogy",1.95
Hatred,1.94285714285714
"Arma Tactics",1.94
"Secret of the Magic Crystal",1.93333333333333
"Sacred Gold",1.93333333333333
FaceRig,1.93076923076923
"Oddworld Stranger's Wrath HD",1.92222222222222
"Before the Echo",1.92
"Unreal Gold",1.9125
"Strike Suit Zero",1.91052631578947
"Thinking with Time Machine",1.91
"Fishing Planet",1.90408163265306
"Westerado Double Barreled",1.9
"The Path",1.9
"Gemini Wars",1.9
"Crimzon Clover  WORLD IGNITION",1.9
"Close Your Eyes",1.9
ZOMBI,1.9
VoidExpanse,1.9
"Talismania Deluxe",1.9
"Space Empires V",1.9
"Solstice Arena",1.9
"SCHAR Blue Shield Alliance",1.9
Retention,1.9
"Pixel Puzzles UndeadZ",1.9
OTTTD,1.9
"Kingdom Wars 2 Battles",1.9
"Khet 2.0",1.9
"Dynomite! Deluxe",1.9
"Draconian Wars",1.9
"Defend Your Life",1.9
DRAKERZ-Confrontation,1.9
"Breach & Clear",1.9
Bermuda,1.9
"Arms Dealer",1.9
Teeworlds,1.89444444444444
"Oddworld Abe's Oddysee",1.89333333333333
"Cry of Fear",1.875
"Space Trader Merchant Marine",1.86666666666667
"Nexus The Jupiter Incident",1.86666666666667
"Dogfight 1942",1.86666666666667
"BRAINPIPE A Plunge to Unhumanity",1.86666666666667
"Afterfall InSanity Extended Edition",1.86129032258065
"60 Seconds!",1.86
"Deus Ex Invisible War",1.85
"Crystals of Time",1.85
Ziggurat,1.85
"Warhammer 40,000 Regicide",1.85
Unmechanical,1.85
"Amazing World",1.85
"Intrusion 2",1.84
"BIT.TRIP RUNNER",1.84
"The Hat Man Shadow Ward",1.83333333333333
"ONE PIECE PIRATE WARRIORS 3",1.83333333333333
"Commando Jack",1.83333333333333
"Sonic CD",1.82857142857143
Borealis,1.825
"Eternal Fate",1.825
"Freedom Planet",1.82
"rFactor 2",1.8
"Year Walk",1.8
"Wildlife Park 2 - Dino World",1.8
"Viking Brothers",1.8
"The Sun at Night",1.8
"The Culling Of The Cows",1.8
"Tetrobot and Co.",1.8
"SuperPower 2 Steam Edition",1.8
"Signal Ops",1.8
Rigonauts,1.8
"Real World Racing",1.8
"Parkan 2",1.8
"Pacific Storm",1.8
"Night Mysteries The Amphora Prisoner",1.8
"Neverending Nightmares",1.8
"Lost Planet Extreme Condition - Colonies Edition",1.8
"Jet Gunner",1.8
Flashback,1.8
"Drakensang The River of Time",1.8
"Detective Grimoire",1.8
"Cossacks II Napoleonic Wars",1.8
Chessmaster,1.8
"Cannon Brawl",1.8
"Burn Zombie Burn",1.8
"Blaster Shooter GunGuy!",1.8
"Black Sails",1.8
"Bionic Dues",1.8
"Aperture Tag The Paint Gun Testing Initiative",1.8
"Alpha Kimori Episode One ",1.8
Downwell,1.8
Strider,1.79090909090909
POSTAL,1.78888888888889
"Crysis Wars",1.78666666666667
"Smashmuck Champions",1.78571428571429
"SiN Episodes Emergence",1.775
"Electronic Super Joy",1.7625
"Velvet Assassin",1.75
"Sam & Max 103 The Mole, the Mob and the Meatball",1.75
Demonicon,1.75
Dungeonland,1.74814814814815
"Tom Clancy's EndWar",1.73333333333333
"The Adventures of Mr. Bobley",1.73333333333333
"Among the Sleep",1.73333333333333
"Aliens versus Predator Classic 2000",1.73
Osmos,1.72727272727273
DEFCON,1.72727272727273
"Commander Keen Complete Pack",1.725
"The Beginner's Guide",1.72
"Tiny and Big Grandpa's Leftovers",1.7125
"Zero Gear",1.7
"Tomb Raider Chronicles",1.7
"Titan Souls",1.7
"T.E.C. 3001",1.7
Stonerid,1.7
"Stick RPG 2",1.7
"Song of the Myrne What Lies Beneath",1.7
Saw,1.7
"Royal Defense",1.7
"Prison Tycoon 3 Lockdown",1.7
"Planet of the Eyes",1.7
"Party of Sin",1.7
"Metal War Online Retribution",1.7
Hardland,1.7
"FINAL FANTASY TYPE-0 HD",1.7
"Bridge Constructor Medieval",1.7
"Adventures of Bertram Fiddle Episode 1 A Dreadly Business",1.7
"Pid ",1.68666666666667
Miasmata,1.68571428571429
"Teleglitch Die More Edition",1.68333333333333
"Patch testing for Chivalry",1.68181818181818
"Madballs in...Babo Invasion",1.68
Loom,1.68
"Hacker Evolution - Untold",1.68
GooCubelets,1.68
"Retro City Rampage DX",1.67777777777778
"Zeno Clash",1.675
"Yet Another Zombie Defense",1.675
"Frozen Hearth",1.675
"Sine Mora",1.67142857142857
Teslagrad,1.66666666666667
"Break Into Zatwor",1.66666666666667
"BIT.TRIP BEAT",1.66153846153846
"Sam & Max 102 Situation Comedy",1.66
"Eternal Senia",1.65714285714286
"A Bird Story",1.65714285714286
"Titan Attacks",1.65
Burstfire,1.65
"BloodRayne Betrayal",1.65
"Warhammer Quest",1.65
"Real Boxing",1.65
"Akane the Kunoichi",1.65
"Air Conflicts - Secret Wars",1.65
"Nosferatu The Wrath of Malachi",1.64545454545455
"Urban Trial Freestyle",1.64285714285714
"Zombie Driver",1.6375
Smashball,1.63571428571429
"Tomb Raider (VI) The Angel of Darkness",1.63333333333333
"BloodRealm Battlegrounds",1.63333333333333
"Revolution Ace",1.63
"Jagged Alliance Online - Steam Edition",1.625
"Sparkle 2 Evo",1.61111111111111
"Super Crate Box",1.60294117647059
"fault milestone two sideabove",1.6
"Thunder Wolves",1.6
"The Whispered World",1.6
"Septerra Core",1.6
"Revelations 2012",1.6
"Paper Sorcerer",1.6
"Nancy Drew The Creature of Kapu Cave",1.6
"Korwin The Game",1.6
"Just Get Through",1.6
"Jagged Alliance 2 Gold Pack",1.6
"Horizon Shift",1.6
"Guilty Gear Isuka",1.6
"Great Permutator",1.6
Glowfish,1.6
"Foosball - Street Edition",1.6
Epigenesis,1.6
"Drunken Robot Pornography",1.6
"Dracula Origin",1.6
"Dark Arcana The Carnival",1.6
CreaVures,1.6
"Back to Bed",1.6
"TDP4Team Battle",1.6
Ikaruga,1.6
Deathtrap,1.6
"Run and Fire",1.58888888888889
"Indiana Jones and the Last Crusade",1.58333333333333
"Dragomon Hunter",1.58181818181818
Home,1.57777777777778
"Hacker Evolution",1.56923076923077
"Reversion - The Escape",1.56666666666667
"RWBY Grimm Eclipse",1.56666666666667
"Hospital Tycoon",1.56
"Shadows of War",1.55
Particula,1.55
Dream,1.55
"Depression Quest",1.55
"Adventures of Shuggy",1.55
Incredipede,1.55
"Crash Time II",1.54285714285714
"Intergalactic Bubbles",1.53333333333333
"Back to Dinosaur Island ",1.52857142857143
"Krosmaster Arena",1.525
"Day One Garry's Incident",1.525
"Hector Ep 1",1.525
"Murder Miners",1.52
"Anomaly 2",1.52
"Endless Sky",1.50769230769231
"Void Destroyer",1.5
"Tradewinds Caravans",1.5
"Tomb Raider II",1.5
"The Deer",1.5
Taxi,1.5
"Rogue Warrior",1.5
"Quake 4",1.5
"Paint the Town Red",1.5
"Neighbours from Hell",1.5
"Mr. Bree+",1.5
Kidnapped,1.5
"Joe Danger",1.5
"Jets'n'Guns Gold",1.5
"Genesis Rising",1.5
"Freedom Force",1.5
"Fiends of Imprisonment",1.5
"Demise of Nations Rome",1.5
"Crusaders Thy Kingdom Come",1.5
"CrimeCraft GangWars",1.5
"Call of Tomsk-7",1.5
"Beyond Eyes",1.5
"Battle Brothers",1.5
"Albino Lullaby Episode 1",1.5
"Really Big Sky",1.4952380952381
"Star Wars Starfighter",1.48888888888889
"The Novelist",1.475
"Helicopter Simulator 2014 Search and Rescue",1.475
"Bridge Project",1.45714285714286
"The Marvellous Miss Take",1.45
"The Guild II - Pirates of the European Seas",1.45
Tidalis,1.45
"Patrician III",1.45
"Epic Arena",1.45
"Blood Omen 2 Legacy of Kain",1.45
"Black Fire",1.45
"Assault Android Cactus",1.45
Blockstorm,1.44285714285714
DETOUR,1.44
"Euro Truck Simulator",1.4375
"Tales from Space Mutant Blobs Attack",1.43333333333333
"All Is Dust",1.43333333333333
BEEP,1.425
Dwarfs!?,1.42
"Bloody Trapland",1.40769230769231
"Arma Cold War Assault",1.4037037037037
Tinboy,1.4
Power-Up,1.4
"Hack, Slash, Loot",1.4
"Dungeon Hearts",1.4
"Wizardry 8",1.4
"The Chaos Engine",1.4
"RollerCoaster Tycoon",1.4
"Rhythm Destruction",1.4
"Puzzle Quest 2",1.4
"Prince of Persia",1.4
"Magnetic By Nature",1.4
"Little Farm",1.4
"Light of Altair",1.4
KWAAN,1.4
"Ice Age Continental Drift Arctic Games",1.4
"Dysan the Shapeshifter",1.4
"Card City Nights",1.4
Capsized,1.4
"Penny Arcade's On the Rain-Slick Precipice of Darkness 3",1.38333333333333
"99 Levels To Hell",1.38
"Anarchy Arcade",1.38
CroNix,1.37777777777778
"Defy Gravity",1.37692307692308
"No Time to Explain",1.36666666666667
Caster,1.36
"TrackMania Canyon",1.35
"The Next BIG Thing",1.35
Rake,1.35
"Mortal Online",1.35
"HeXen II",1.33333333333333
Grimind,1.33333333333333
"Crossfire Europe",1.325
"Shadow Warrior Classic Redux",1.32222222222222
"Ben There, Dan That!",1.32
"And Yet It Moves",1.30666666666667
"Zombie Driver HD",1.3
"Wizardry Online",1.3
WARP,1.3
VelocityUltra,1.3
"Theatre of War 2 Africa 1943",1.3
"The Secret of Tremendous Corporation",1.3
"The Inner World",1.3
"The Club",1.3
"Strife Veteran Edition",1.3
"Shadow of Kingdoms",1.3
"Runespell Overture",1.3
"Putt-Putt Travels Through Time",1.3
"Putt-Putt Joins the Circus",1.3
"Post Master ",1.3
"Oscura Lost Light",1.3
"Missing Translation",1.3
"Microsoft Flight",1.3
"Max The Curse of Brotherhood",1.3
"Lovely Planet",1.3
Kairo,1.3
"Ittle Dew",1.3
"How To Survive Third Person",1.3
"Gurumin A Monstrous Adventure",1.3
"Foreign Legion Multi Massacre",1.3
"FIST OF AWESOME",1.3
"Dragon's Lair 2 Time Warp",1.3
"Crazy Machines",1.3
Castle,1.3
"Bridge It (plus)",1.3
ArchonClassic,1.3
"Actual Sunlight",1.3
Vessel,1.3
"Killing Floor Mod Defence Alliance 2",1.29642857142857
Ragnarok,1.27777777777778
Wickland,1.275
"Velvet Sundown",1.275
"Ravaged Zombie Apocalypse",1.26666666666667
"Dementium II HD",1.26666666666667
"Battle for Graxia",1.26666666666667
140,1.26
Forge,1.25263157894737
"Weapons Genius",1.25
"Secret Ponchos",1.25
"STAR WARS X-Wing Alliance",1.25
Puddle,1.25
"Gigantic Army",1.25
"Fester Mudd Curse of the Gold - Episode 1",1.25
"A Walk in the Dark",1.25
"Strike Vector",1.24
"Another World",1.24
"Galcon 2",1.2375
"Stealth Inc 2",1.23333333333333
"Five Nights at Freddy's 4",1.23333333333333
Brick-Force,1.22926829268293
"Star Trek",1.225
Requiem,1.225
"Orbital Gear",1.225
"World of Zoo",1.2
"Super Game Jam",1.2
Riven,1.2
"Red Bull X-Fighters",1.2
"Realms of Arkania 3 - Shadows over Riva Classic",1.2
"Over the Dream",1.2
NotGTAV,1.2
"Mystery of Neuschwanstein",1.2
Motorbike,1.2
"Max and the Magic Marker",1.2
"Lords of Magic Special Edition",1.2
Lightfish,1.2
"Iron Warriors T-72 Tank Command",1.2
I-Fluid,1.2
"Gods Will Be Watching",1.2
"FATE Undiscovered Realms",1.2
"Dream Of Mirror Online",1.2
"Controller Companion",1.2
"Constant C",1.2
Claire,1.2
"Bionic Commando",1.2
"Aveyond 3-1 Lord of Twilight",1.2
"A Golden Wake",1.2
Jamestown,1.18636363636364
Wizorb,1.18333333333333
"Rush Bros",1.175
"Foul Play",1.175
"Street Racing Syndicate",1.16666666666667
Moonrise,1.16666666666667
"Blood One Unit Whole Blood",1.16666666666667
"City of Steam Arkadia",1.16
"Gun Monkeys",1.15862068965517
"Superbrothers Sword & Sworcery EP",1.155
"The Ship Single Player",1.15217391304348
"Please, Dont Touch Anything",1.15
"MoW Face Off XL",1.15
"Jurassic Park The Game",1.15
"Final Exam",1.15
"Serious Sam Classic The Second Encounter",1.13333333333333
Yury,1.13333333333333
Warside,1.13333333333333
"Super House of Dead Ninjas",1.13333333333333
"Heroes of SoulCraft",1.13333333333333
Gomo,1.13333333333333
"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome",1.13333333333333
"The Cursed Crusade",1.125
Rodina,1.125
"A Valley Without Wind",1.11666666666667
rymdkapsel,1.1
"Weird Worlds Return to Infinite Space",1.1
"Tom Clancy's Splinter Cell",1.1
"Strong Bad Episode 4 Dangeresque 3",1.1
"Pro Cycling Manager Season 2009",1.1
"Onimusha 3 Demon Siege",1.1
MDK,1.1
"Hacker Evolution Duality",1.1
"Gunslugs 2",1.1
"Guild Commander",1.1
"Black Ice",1.1
"AZMD! Scorepocalypse ",1.1
"Strike Suit Zero Director's Cut",1.1
"Spoiler Alert",1.1
"Impossible Creatures",1.1
EDGE,1.1
"PixelJunk Eden",1.0875
FlatOut,1.0875
"Rise of Flight United",1.08333333333333
"The Fall",1.075
"Modular Combat",1.07333333333333
Gish,1.06923076923077
"Heretic Shadow of the Serpent Riders",1.06666666666667
"Gunman Clive",1.06666666666667
"Space Channel 5 Part 2",1.05
"Haunt the House Terrortown",1.05
"Frontlines Fuel of War",1.05
"Dead Horde",1.05
"Cobi Treasure Deluxe",1.05
"Gothic II Gold Edition",1.04285714285714
"Half-Life 2 Lost Coast",1.04180790960452
"Portal 2 - The Final Hours",1.0375
"Dear Esther",1.03548387096774
"Ballpoint Universe Infinite",1.03333333333333
"Penumbra Requiem",1.025
"EverQuest Free-to-Play",1.025
"Saints Row IV Inauguration Station",1.01428571428571
"Breath of Death VII ",1.0125
"Tom Clancy's Splinter Cell Chaos Theory",1.01111111111111
Ricochet,1.00952380952381
iO,1.0
"Trapped Dead",1.0
"Tower of Guns",1.0
"Tom Clancy's Rainbow Six Vegas",1.0
"Test Drive Ferrari Racing Legends",1.0
"Special Forces Team X",1.0
"Solar Flux",1.0
Serena,1.0
"Potatoman Seeks the Troof",1.0
"Paranautical Activity Deluxe Atonement Edition",1.0
"Obscure 2",1.0
"Ninja Reflex Steamworks Edition",1.0
Legendary,1.0
Fortix,1.0
"Dollar Dash",1.0
"Distant Star Revenant Fleet",1.0
"DinerTown Tycoon",1.0
"Dead Effect",1.0
Darkout,1.0
"Damnation City of Death",1.0
Clutch,1.0
"Close Combat - Gateway to Caen",1.0
"Bejeweled Deluxe",1.0
Asteria,1.0
"3D Mini Golf",1.0
"Face of Mankind",0.985714285714286
Windosill,0.983333333333333
sZone-Online,0.977586206896552
"PARTICLE MACE",0.975
"Wasteland 2 Director's Cut",0.966666666666667
"Joe Danger 2 The Movie",0.953846153846154
"Worms Crazy Golf",0.95
"Autobahn Police Simulator",0.95
"Zuma's Revenge! - Adventure",0.95
"Star Crusade CCG",0.95
"Sakura Angels",0.95
Retro/Grade,0.95
ROCKETSROCKETSROCKETS,0.95
"Noir Syndrome",0.95
KHOLAT,0.95
ComaMortuary,0.95
"Cities XL - Limited Edition",0.95
"Beast Boxing Turbo",0.95
"The Ultimate DOOM",0.946666666666667
"Spooky's House of Jump Scares",0.942424242424242
"Kung Fu Strike The Warrior's Rise",0.94
"Doc Clock The Toasted Sandwich of Time",0.933333333333333
"Rise of Incarnates",0.933333333333333
"Marlow Briggs",0.933333333333333
"The Misadventures of P.B. Winterbottom",0.928571428571429
"Frozen Synapse Prime",0.925
"X Beyond the Frontier",0.925
"Sonic Adventure DX",0.916666666666667
"Lone Survivor The Director's Cut",0.905263157894737
"Apotheon Arena",0.9
Volt,0.9
Velocibox,0.9
"Trouble In The Manor",0.9
"The Haunted Hells Reach",0.9
"THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION",0.9
"Super Splatters",0.9
"SanctuaryRPG Black Edition",0.9
"Puzzle Chronicles",0.9
Lume,0.9
"LEVEL 22",0.9
"Inside The Gear",0.9
"Governor of Poker 2 Premium Edition",0.9
"Dungeons The Eye of Draconus",0.9
"Dragon The Game",0.9
"Dead Mountaineer's Hotel",0.9
"Anomaly Korea",0.9
"Adventure Park",0.9
"Blacklight Tango Down",0.9
"You Have to Win the Game",0.88421052631579
"Blender 2.76b",0.883333333333333
"Pinball Arcade",0.88
"Secrets of Rtikon",0.875
"Team Fortress Classic",0.873076923076923
"Only If",0.869444444444444
"Voices from the Sea",0.866666666666667
"Simply Chess",0.866666666666667
"Draw a Stickman EPIC",0.866666666666667
Delver,0.866666666666667
Ampu-Tea,0.866666666666667
Achron,0.866666666666667
"Guns'N'Zombies",0.866666666666667
"HIS (Heroes In the Sky)",0.863636363636364
"The Polynomial",0.8625
"Might & Magic Heroes Online",0.857142857142857
"Space Ace",0.85
"Ubersoldier II",0.85
Spermination,0.85
"Shower With Your Dad Simulator 2015 Do You Still Shower With Your Dad",0.85
"Shadowgate MacVenture Series",0.85
"Sam & Max 301 The Penal Zone",0.85
"Droid Assault",0.85
"Cards and Castles",0.85
"Nail'd",0.84
Splice,0.833333333333333
"Eternal Silence",0.83
"Superfrog HD",0.825
"The Void",0.825
Echoes+,0.825
"Steel Storm Burning Retribution",0.822222222222222
"Steam Marines",0.82
"Cortex Command",0.816666666666667
"Written in the Sky",0.8
"Unstoppable Gorg",0.8
Unium,0.8
"Undead Overlord",0.8
"The Settlers Online",0.8
"The Floor is Jelly",0.8
"Substance Painter",0.8
"Sniper Elite Zombie Army",0.8
"Rescue Team 5",0.8
"Ravensword Shadowlands",0.8
"Pound of Ground",0.8
Metrocide,0.8
"Lunch Truck Tycoon",0.8
"Kingdoms Rise",0.8
Jumpdrive,0.8
"I Have No Mouth, and I Must Scream",0.8
"Digital Combat Simulator A-10C Warthog",0.8
"Castle Never Judge a Book by its Cover",0.8
"Cabela's Dangerous Hunts 2013",0.8
"Bunch Of Heroes",0.8
"Black Mirror",0.8
"Amazing Princess Sarah",0.8
"Meridian New World",0.8
Lucid,0.8
"Bejeweled 2 Deluxe",0.8
"Next Car Game Sneak Peek 2.0",0.79375
AirBuccaneers,0.78
"Arma 2 Private Military Company",0.771428571428571
"Quantum Rush Online",0.75
"Oddworld Munch's Oddysee",0.75
"Half-Life Deathmatch Source",0.75
"Dev Guy",0.75
"Beyond Divinity",0.75
"Deathmatch Classic",0.740625
"Emily is Away",0.739583333333333
"Pool Nation FX",0.733333333333333
"Star Trek D-A-C",0.72
X-Tension,0.7
"Gumboy Crazy Adventures",0.7
"Booster Trooper",0.7
Volume,0.7
"Unreal II The Awakening",0.7
Tropico,0.7
TOXIKK,0.7
"Star Wars The Clone Wars Republic Heroes",0.7
Sokobond,0.7
"SlamIt Pinball Big Score",0.7
SickBrick,0.7
"Rig 'n' Roll",0.7
"Pixel Space",0.7
O.R.B.,0.7
"Mushroom 11",0.7
"Mensa Academy",0.7
"Jagged Alliance Crossfire",0.7
"Into The War",0.7
"Insane 2",0.7
"Homebrew - Vehicle Sandbox",0.7
Hexcells,0.7
"Heli Heroes",0.7
"Grand Class Melee 2",0.7
"Giana Sisters Twisted Dreams - Rise of the Owlverlord",0.7
"Flight of the Icarus",0.7
"Fair Strike",0.7
Eleusis,0.7
"Devils Share",0.7
"Cabela's African Adventures",0.7
CRYPTARK,0.7
BattleSpace,0.7
"Ashes of the Singularity",0.7
"Adventure Chronicles The Search For Lost Treasure",0.7
"007 Legends",0.7
"Viscera Cleanup Detail Shadow Warrior",0.685714285714286
"Painkiller Redemption",0.675
"Golden Rush",0.671428571428571
DogFighter,0.671428571428571
"NiGHTS into Dreams...",0.666666666666667
Gothic,0.666666666666667
"Disney Infinity 3.0 Play Without Limits",0.657142857142857
"Zen Bound 2",0.65
"YOU DON'T KNOW JACK Vol. 1 XL",0.65
"Slam Bolt Scrappers",0.65
"Quake III Team Arena",0.65
"Port of Call",0.65
"Euro Fishing",0.65
"Curse of Mermos",0.65
"Numen Contest of Heroes",0.65
"Grand Chase",0.642857142857143
"Legacy of Kain Soul Reaver",0.633333333333333
"Final DOOM",0.633333333333333
"Cannons Lasers Rockets",0.633333333333333
"Mare Nostrum",0.614285714285714
"Thief Gold",0.607692307692308
"X-COM Enforcer",0.6
"Victory The Age of Racing",0.6
"Under the Ocean",0.6
"Ultionus A Tale of Petty Revenge",0.6
"Twin Sector",0.6
"Treasure Planet Battle at Procyon",0.6
"Toast Time",0.6
"The Moon Sliver",0.6
"The Good Life",0.6
TUG,0.6
TRAUMA,0.6
"Shattered Planet",0.6
"Shallow Space",0.6
"SONIC THE HEDGEHOG 4 Episode I",0.6
"Ring Runner Flight of the Sages",0.6
RONIN,0.6
RECYCLE,0.6
"Putt-Putt Saves the Zoo",0.6
"Painkiller Resurrection",0.6
"Nikopol Secrets of the Immortals",0.6
"Naval Warfare",0.6
"MirrorMoon EP",0.6
"Judge Dredd Dredd vs Death",0.6
"Island Flight Simulator",0.6
"Hello Kitty and Sanrio Friends Racing",0.6
"FINAL FANTASY IV",0.6
Droplitz,0.6
"Dreaming Sarah",0.6
"Delta Force Black Hawk Down",0.6
"Crazy Taxi",0.6
"Corporate Lifestyle Simulator",0.6
Confrontation,0.6
"Chip's Challenge 2",0.6
CaesarIA,0.6
"Armada 2526",0.6
Arcadia,0.6
"Airline Tycoon Deluxe",0.6
"Aggression Europe Under Fire",0.6
"1701 A.D. Sunken Dragon",0.6
"Dragon Age Origins Character Creator",0.5875
"ACE - Arena Cyber Evolution",0.581818181818182
"Bob Came in Pieces",0.575
Fieldrunners,0.566666666666667
"Alpha Prime",0.566666666666667
"Spartans Vs Zombies Defense",0.566666666666667
NightSky,0.56
"Dead Pixels",0.557142857142857
"Floating Point",0.553333333333333
"World in Conflict",0.55
"UFO Afterlight",0.55
"Project Snowblind",0.55
"Kung Fury Street Rage",0.55
"Guilty Gear X2 #Reload",0.55
"FLY'N",0.55
"Dangerous High School Girls in Trouble!",0.55
"Kung Fury",0.542857142857143
Gunscape,0.542857142857143
"Thirty Flights of Loving",0.54
"Snuggle Truck",0.54
"Super Time Force Ultra",0.533333333333333
QuantZ,0.533333333333333
Nimbus,0.533333333333333
"Moon Breakers",0.533333333333333
"Arma 2 Free",0.533333333333333
404Sight,0.528571428571429
Quintet,0.525
"Legend of Dungeon",0.516666666666667
"Genesis Online",0.515384615384615
realMyst,0.5
"Zuma Deluxe",0.5
Zotrix,0.5
Worms,0.5
"Woody Two-Legs Attack of the Zombie Pirates",0.5
"Unholy Heights",0.5
"Tomb Raider III Adventures of Lara Croft",0.5
"Third Eye Crime",0.5
"The Universim",0.5
"Syberia 2",0.5
"Starseed Pilgrim",0.5
"Shad'O",0.5
"Raiden Legacy",0.5
"Putt-Putt and Pep's Balloon-o-Rama",0.5
"One Manga Day",0.5
"OCEAN CITY RACING",0.5
Nexuiz,0.5
"NecroVisioN Lost Company",0.5
"Mighty Gunvolt",0.5
"Metal Gear Solid Legacy",0.5
Maelstrom,0.5
"Knightmare Tower",0.5
"Introduction to 3D Prop Modeling and Design - Viking Armor and Weapons",0.5
"Imagine Earth",0.5
"Hitman Contracts",0.5
"Heroes of a Broken Land",0.5
Gunship!,0.5
"Guardians of Graxia",0.5
"Grey's Anatomy The Video Game",0.5
"Gravity Ghost",0.5
"GUILTY GEAR XX ACCENT CORE PLUS R",0.5
"GTR 2 - FIA GT Racing Game",0.5
"Fractal Make Blooms Not War",0.5
"Ford Racing 3",0.5
"Finding Teddy",0.5
"Farlight Explorers",0.5
FRONTIERS,0.5
"FRACT OSC",0.5
"Etherlords II",0.5
"Dragon's Lair",0.5
"Dinosaur Hunt Africa Contract",0.5
"Descent Underground",0.5
Deepworld,0.5
"Dark Fall 1 The Journal",0.5
"Dangerous Waters",0.5
"D4 Dark Dreams Don't Die",0.5
Cubot,0.5
"Commandos 3 Destination Berlin",0.5
Citadels,0.5
"Children of the Nile",0.5
"Cat Goes Fishing",0.5
"Castlevania Lords of Shadow  Mirror of Fate HD",0.5
"Blood of the Werewolf",0.5
Blockscape,0.5
"Big Brain Wolf",0.5
Alganon,0.5
"15 Days",0.5
"The Forgotten Ones",0.48
"Rag Doll Kung Fu",0.475
"I, Zombie",0.475
"Pirates of Black Cove Gold",0.466666666666667
Chantelise,0.466666666666667
"Crayon Physics Deluxe",0.465217391304348
